# ofcuda_matrix cell amazonriver n=488 nations=0 ticks=60
# engine oracle /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/oracle/amazonriver_n488_nat0_t60.dump
# spawn init    /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/refs/amazonriver_a488_nat0.init.txt
# map          /opt/data/workspaces/skg/openfront-ai/openfront/resources/maps/amazonriver (5536x276, land 1150819 from BYTES)
# engine land from manifest 1150819
### INIT (engine spawn output vs the CUDA spawn/init dump)
init_plane_hash 0xb4153bd9be8fcf49 engine_boundary0_hash 0xb4153bd9be8fcf49 match yes
TICK boundary 35 engine_tick 38: dev_hash 0x2b3a01e617bef403 engine_hash 0x2b3a01e617bef403 match=yes | claims 3416 | dev_claims_total 52427 | live_attacks 281 | engine_attacks 288
INIT_ATTACK at boundary 36 (engine tick 38) slot 281: owner=26 target=0 troops_bits=0x40bb665d4cfcd071 heap_len=18 border_len=14 heap_peak=18 (device-computed)
INIT_ATTACK at boundary 36 (engine tick 38) slot 282: owner=58 target=0 troops_bits=0x40bf6591dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 36 (engine tick 38) slot 283: owner=115 target=0 troops_bits=0x40bf6591dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 36 (engine tick 38) slot 284: owner=161 target=0 troops_bits=0x40b454a6f169ef17 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 36 (engine tick 38) slot 285: owner=182 target=0 troops_bits=0x40bc3c2a2b25a2b2 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 36 (engine tick 38) slot 286: owner=328 target=0 troops_bits=0x40bdd0de037e6038 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 36 (engine tick 38) slot 287: owner=429 target=0 troops_bits=0x40b912c27a7427a8 heap_len=29 border_len=21 heap_peak=29 (device-computed)
TROOPS boundary 36: [40/0 eng 0x4092f56b270ab274 dev 0x4092f56b270ab274 ok] [142/0 eng 0x40a559bc06fcc070 dev 0x40a559bc06fcc070 ok] [165/0 eng 0x409e9116d0bf6d0c dev 0x409e9116d0bf6d0c ok] [166/0 eng 0x40a1bc8b685fb686 dev 0x40a1bc8b685fb686 ok] [196/0 eng 0x40a6d09547fae71a dev 0x40a6d09547fae71a ok] [303/0 eng 0x40980b09e9d09ea0 dev 0x40980b09e9d09ea0 ok] [451/0 eng 0x409aa8a8ac968ac8 dev 0x409aa8a8ac968ac8 ok] [77/0 eng 0x4091aa9bc5a7bc5c dev 0x4091aa9bc5a7bc5c ok] [101/0 eng 0x4095056b270ab274 dev 0x4095056b270ab274 ok] [215/0 eng 0x4096d03a886da888 dev 0x4096d03a886da888 ok] [326/0 eng 0x40a94ec5bbd39da0 dev 0x40a94ec5bbd39da0 ok] [341/0 eng 0x40988309e9d09ea0 dev 0x40988309e9d09ea0 ok] [361/0 eng 0x40a099f319113190 dev 0x40a099f319113190 ok] [369/0 eng 0x409a35d94b3394b4 dev 0x409a35d94b3394b4 ok] [377/0 eng 0x4092429bc5a7bc5c dev 0x4092429bc5a7bc5c ok] [36/0 eng 0x40a139f319113190 dev 0x40a139f319113190 ok] [96/0 eng 0x4095256b270ab274 dev 0x4095256b270ab274 ok] [149/0 eng 0x40a1b1bc06fcc070 dev 0x40a1b1bc06fcc070 ok] [220/0 eng 0x40a4948b685fb686 dev 0x40a4948b685fb686 ok] [239/0 eng 0x4097b83a886da888 dev 0x4097b83a886da888 ok] [375/0 eng 0x40aabdf319113190 dev 0x40aabdf319113190 ok] [397/0 eng 0x40a75df319113190 dev 0x40a75df319113190 ok] [400/0 eng 0x40a57df319113190 dev 0x40a57df319113190 ok] [444/0 eng 0x409f99bfd7f0b550 dev 0x409f99bfd7f0b550 ok] [456/0 eng 0x40a02723b7ae3b7c dev 0x40a02723b7ae3b7c ok] [458/0 eng 0x409e03780df980e0 dev 0x409e03780df980e0 ok] [482/0 eng 0x409b5dd94b3394b4 dev 0x409b5dd94b3394b4 ok] [9/0 eng 0x40a0c323b7ae3b7c dev 0x40a0c323b7ae3b7c ok] [39/0 eng 0x40a1988b685fb686 dev 0x40a1988b685fb686 ok] [112/0 eng 0x409a003a886da888 dev 0x409a003a886da888 ok] [140/0 eng 0x409d05d94b3394b4 dev 0x409d05d94b3394b4 ok] [159/0 eng 0x40a0ff23b7ae3b7c dev 0x40a0ff23b7ae3b7c ok] [267/0 eng 0x409ad309e9d09ea0 dev 0x409ad309e9d09ea0 ok] [365/0 eng 0x40962d6b270ab274 dev 0x40962d6b270ab274 ok] [378/0 eng 0x4093da9bc5a7bc5c dev 0x4093da9bc5a7bc5c ok] [66/0 eng 0x409c1709e9d09ea0 dev 0x409c1709e9d09ea0 ok] [78/0 eng 0x40a3a7f319113190 dev 0x40a3a7f319113190 ok] [90/0 eng 0x409c2709e9d09ea0 dev 0x409c2709e9d09ea0 ok] [194/0 eng 0x40a2628b685fb686 dev 0x40a2628b685fb686 ok] [256/0 eng 0x4097996b270ab274 dev 0x4097996b270ab274 ok] [285/0 eng 0x4097996b270ab274 dev 0x4097996b270ab274 ok] [309/0 eng 0x40a32254564b4564 dev 0x40a32254564b4564 ok] [29/0 eng 0x40a525f319113190 dev 0x40a525f319113190 ok] [62/0 eng 0x40a68df319113190 dev 0x40a68df319113190 ok] [118/0 eng 0x40998d6b270ab274 dev 0x40998d6b270ab274 ok] [176/0 eng 0x40a01eeca599ca5a dev 0x40a01eeca599ca5a ok] [186/0 eng 0x40a58854564b4564 dev 0x40a58854564b4564 ok] [205/0 eng 0x4099556b270ab274 dev 0x4099556b270ab274 ok] [459/0 eng 0x4099d56b270ab274 dev 0x4099d56b270ab274 ok] [15/0 eng 0x40a4f3f319113190 dev 0x40a4f3f319113190 ok] [107/0 eng 0x40ae6327115115ec dev 0x40ae6327115115ec ok] [124/0 eng 0x40a58654564b4564 dev 0x40a58654564b4564 ok] [146/0 eng 0x409af16b270ab274 dev 0x409af16b270ab274 ok] [293/0 eng 0x409ad16b270ab274 dev 0x409ad16b270ab274 ok] [308/0 eng 0x40a70608620638ac dev 0x40a70608620638ac ok] [312/0 eng 0x40a297bc06fcc070 dev 0x40a297bc06fcc070 ok] [320/0 eng 0x40991e9bc5a7bc5c dev 0x40991e9bc5a7bc5c ok] [340/0 eng 0x40a55fbc06fcc070 dev 0x40a55fbc06fcc070 ok] [383/0 eng 0x40a1fe54564b4564 dev 0x40a1fe54564b4564 ok] [423/0 eng 0x409af16b270ab274 dev 0x409af16b270ab274 ok] [4/0 eng 0x409ed03a886da888 dev 0x409ed03a886da888 ok] [32/0 eng 0x40a659f319113190 dev 0x40a659f319113190 ok] [95/0 eng 0x40a3ddbc06fcc070 dev 0x40a3ddbc06fcc070 ok] [150/0 eng 0x40a23454564b4564 dev 0x40a23454564b4564 ok] [154/0 eng 0x40a25aeca599ca5a dev 0x40a25aeca599ca5a ok] [160/0 eng 0x40a399bc06fcc070 dev 0x40a399bc06fcc070 ok] [163/0 eng 0x40a4c323b7ae3b7c dev 0x40a4c323b7ae3b7c ok] [252/0 eng 0x40a1c81d4436d444 dev 0x40a1c81d4436d444 ok] [258/0 eng 0x409ed83a886da888 dev 0x409ed83a886da888 ok] [288/0 eng 0x4099aa9bc5a7bc5c dev 0x4099aa9bc5a7bc5c ok] [349/0 eng 0x409c1d6b270ab274 dev 0x409c1d6b270ab274 ok] [450/0 eng 0x40aa9723b7ae3b7c dev 0x40aa9723b7ae3b7c ok] [471/0 eng 0x40a45323b7ae3b7c dev 0x40a45323b7ae3b7c ok] [33/0 eng 0x40a8e68b685fb686 dev 0x40a8e68b685fb686 ok] [70/0 eng 0x409cc16b270ab274 dev 0x409cc16b270ab274 ok] [93/0 eng 0x40a270eca599ca5a dev 0x40a270eca599ca5a ok] [164/0 eng 0x409af69bc5a7bc5c dev 0x409af69bc5a7bc5c ok] [183/0 eng 0x40a6cd23b7ae3b7c dev 0x40a6cd23b7ae3b7c ok] [200/0 eng 0x40a6f0eca599ca5a dev 0x40a6f0eca599ca5a ok] [234/0 eng 0x409de96b270ab274 dev 0x409de96b270ab274 ok] [242/0 eng 0x40ac1e037ea4b848 dev 0x40ac1e037ea4b848 ok] [249/0 eng 0x40a33a54564b4564 dev 0x40a33a54564b4564 ok] [370/0 eng 0x40a33a54564b4564 dev 0x40a33a54564b4564 ok] [13/0 eng 0x40a867f319113190 dev 0x40a867f319113190 ok] [69/0 eng 0x409ef96b270ab274 dev 0x409ef96b270ab274 ok] [80/0 eng 0x40a7c68b685fb686 dev 0x40a7c68b685fb686 ok] [153/0 eng 0x40ab5ff319113190 dev 0x40ab5ff319113190 ok] [177/0 eng 0x40a4fe54564b4564 dev 0x40a4fe54564b4564 ok] [227/0 eng 0x40acce8b685fb686 dev 0x40acce8b685fb686 ok] [263/0 eng 0x40a0e61d4436d444 dev 0x40a0e61d4436d444 ok] [339/0 eng 0x40a48254564b4564 dev 0x40a48254564b4564 ok] [384/0 eng 0x40a867f319113190 dev 0x40a867f319113190 ok] [435/0 eng 0x40a5161d4436d444 dev 0x40a5161d4436d444 ok] [436/0 eng 0x40aba523b7ae3b7c dev 0x40aba523b7ae3b7c ok] [474/0 eng 0x409ef96b270ab274 dev 0x409ef96b270ab274 ok] [73/0 eng 0x40a6d3bc06fcc070 dev 0x40a6d3bc06fcc070 ok] [305/0 eng 0x40abc68b685fb686 dev 0x40abc68b685fb686 ok] [372/0 eng 0x40a2eb84f4e84f50 dev 0x40a2eb84f4e84f50 ok] [388/0 eng 0x40a9568b685fb686 dev 0x40a9568b685fb686 ok] [408/0 eng 0x40a58a54564b4564 dev 0x40a58a54564b4564 ok] [461/0 eng 0x40a8e3f319113190 dev 0x40a8e3f319113190 ok] [463/0 eng 0x409d769bc5a7bc5c dev 0x409d769bc5a7bc5c ok] [487/0 eng 0x40a1ae1d4436d444 dev 0x40a1ae1d4436d444 ok] [178/0 eng 0x40ab57f319113190 dev 0x40ab57f319113190 ok] [190/0 eng 0x40a96523b7ae3b7c dev 0x40a96523b7ae3b7c ok] [191/0 eng 0x40aa1e8b685fb686 dev 0x40aa1e8b685fb686 ok] [278/0 eng 0x40a3df84f4e84f50 dev 0x40a3df84f4e84f50 ok] [401/0 eng 0x409ea69bc5a7bc5c dev 0x409ea69bc5a7bc5c ok] [418/0 eng 0x40a7dbbc06fcc070 dev 0x40a7dbbc06fcc070 ok] [76/0 eng 0x40ad0ff319113190 dev 0x40ad0ff319113190 ok] [266/0 eng 0x40a1f8b59385593a dev 0x40a1f8b59385593a ok] [364/0 eng 0x40aaad23b7ae3b7c dev 0x40aaad23b7ae3b7c ok] [376/0 eng 0x40ad0ff319113190 dev 0x40ad0ff319113190 ok] [440/0 eng 0x40a204b59385593a dev 0x40a204b59385593a ok] [120/0 eng 0x40aec9f319113190 dev 0x40aec9f319113190 ok] [137/0 eng 0x40a0fd4de2d3de2e dev 0x40a0fd4de2d3de2e ok] [260/0 eng 0x40a796eca599ca5a dev 0x40a796eca599ca5a ok] [265/0 eng 0x40a1554de2d3de2e dev 0x40a1554de2d3de2e ok] [306/0 eng 0x40a276b59385593a dev 0x40a276b59385593a ok] [409/0 eng 0x40a4d81d4436d444 dev 0x40a4d81d4436d444 ok] [445/0 eng 0x40a74aeca599ca5a dev 0x40a74aeca599ca5a ok] [111/0 eng 0x40a70b84f4e84f50 dev 0x40a70b84f4e84f50 ok] [131/0 eng 0x40b19df98c8898c8 dev 0x40b19df98c8898c8 ok] [243/0 eng 0x40ad9123b7ae3b7c dev 0x40ad9123b7ae3b7c ok] [268/0 eng 0x40b065f98c8898c8 dev 0x40b065f98c8898c8 ok] [292/0 eng 0x40af8ff319113190 dev 0x40af8ff319113190 ok] [447/0 eng 0x40aa0e54564b4564 dev 0x40aa0e54564b4564 ok] [462/0 eng 0x40a3c8b59385593a dev 0x40a3c8b59385593a ok] [23/0 eng 0x40a87584f4e84f50 dev 0x40a87584f4e84f50 ok] [50/0 eng 0x40b0042a2b25a2b2 dev 0x40b0042a2b25a2b2 ok] [98/0 eng 0x40afa48b685fb686 dev 0x40afa48b685fb686 ok] [210/0 eng 0x40a6ac1d4436d444 dev 0x40a6ac1d4436d444 ok] [224/0 eng 0x40ab9854564b4564 dev 0x40ab9854564b4564 ok] [338/0 eng 0x40afa48b685fb686 dev 0x40afa48b685fb686 ok] [489/0 eng 0x40b41def1652ff41 dev 0x40b41def1652ff41 ok] [108/0 eng 0x40ab08eca599ca5a dev 0x40ab08eca599ca5a ok] [109/0 eng 0x40acb384f4e84f50 dev 0x40acb384f4e84f50 ok] [138/0 eng 0x40a6ecb59385593a dev 0x40a6ecb59385593a ok] [235/0 eng 0x40a5ccb59385593a dev 0x40a5ccb59385593a ok] [274/0 eng 0x40ab08eca599ca5a dev 0x40ab08eca599ca5a ok] [347/0 eng 0x40a7661d4436d444 dev 0x40a7661d4436d444 ok] [42/0 eng 0x40a9a01d4436d444 dev 0x40a9a01d4436d444 ok] [134/0 eng 0x40aacd84f4e84f50 dev 0x40aacd84f4e84f50 ok] [169/0 eng 0x40a776b59385593a dev 0x40a776b59385593a ok] [195/0 eng 0x40a4fd4de2d3de2e dev 0x40a4fd4de2d3de2e ok] [208/0 eng 0x40a6a6b59385593a dev 0x40a6a6b59385593a ok] [310/0 eng 0x40a4b94de2d3de2e dev 0x40a4b94de2d3de2e ok] [407/0 eng 0x40b7bece3e1a5eec dev 0x40b7bece3e1a5eec ok] [457/0 eng 0x40a71ab59385593a dev 0x40a71ab59385593a ok] [468/0 eng 0x40b2d0f98c8898c8 dev 0x40b2d0f98c8898c8 ok] [85/0 eng 0x40a9dc1d4436d444 dev 0x40a9dc1d4436d444 ok] [119/0 eng 0x40b2e445b42fdb43 dev 0x40b2e445b42fdb43 ok] [141/0 eng 0x40b0c0de037e6038 dev 0x40b0c0de037e6038 ok] [162/0 eng 0x40b1c591dbd71dbe dev 0x40b1c591dbd71dbe ok] [206/0 eng 0x40b3a591dbd71dbe dev 0x40b3a591dbd71dbe ok] [226/0 eng 0x40b53d4aa3fd738d dev 0x40b53d4aa3fd738d ok] [280/0 eng 0x40a8ceb59385593a dev 0x40a8ceb59385593a ok] [333/0 eng 0x40a7a2b59385593a dev 0x40a7a2b59385593a ok] [368/0 eng 0x40a7feb59385593a dev 0x40a7feb59385593a ok] [99/0 eng 0x40b26f91dbd71dbe dev 0x40b26f91dbd71dbe ok] [151/0 eng 0x40ad0184f4e84f50 dev 0x40ad0184f4e84f50 ok] [238/0 eng 0x40b196de037e6038 dev 0x40b196de037e6038 ok] [248/0 eng 0x40a6e54de2d3de2e dev 0x40a6e54de2d3de2e ok] [351/0 eng 0x40af2eeca599ca5a dev 0x40af2eeca599ca5a ok] [354/0 eng 0x40ab301d4436d444 dev 0x40ab301d4436d444 ok] [382/0 eng 0x40b0722a2b25a2b2 dev 0x40b0722a2b25a2b2 ok] [452/0 eng 0x40b35c45b42fdb43 dev 0x40b35c45b42fdb43 ok] [24/0 eng 0x40ae341d4436d444 dev 0x40ae341d4436d444 ok] [52/0 eng 0x40ae341d4436d444 dev 0x40ae341d4436d444 ok] [63/0 eng 0x40a7e14de2d3de2e dev 0x40a7e14de2d3de2e ok] [188/0 eng 0x40aa2ab59385593a dev 0x40aa2ab59385593a ok] [254/0 eng 0x40b0537652cce52d dev 0x40b0537652cce52d ok] [277/0 eng 0x40ab9ab59385593a dev 0x40ab9ab59385593a ok] [467/0 eng 0x40b0537652cce52d dev 0x40b0537652cce52d ok] [14/0 eng 0x40b2fade037e6038 dev 0x40b2fade037e6038 ok] [147/0 eng 0x40b31ade037e6038 dev 0x40b31ade037e6038 ok] [204/0 eng 0x40ad801d4436d444 dev 0x40ad801d4436d444 ok] [219/0 eng 0x40b72245b42fdb43 dev 0x40b72245b42fdb43 ok] [232/0 eng 0x40b52a45b42fdb43 dev 0x40b52a45b42fdb43 ok] [246/0 eng 0x40b55045b42fdb43 dev 0x40b55045b42fdb43 ok] [430/0 eng 0x40ab56b59385593a dev 0x40ab56b59385593a ok] [472/0 eng 0x40b75c45b42fdb43 dev 0x40b75c45b42fdb43 ok] [20/0 eng 0x40b0a2c27a7427a8 dev 0x40b0a2c27a7427a8 ok] [129/0 eng 0x40aeac1d4436d444 dev 0x40aeac1d4436d444 ok] [281/0 eng 0x40ac82b59385593a dev 0x40ac82b59385593a ok] [465/0 eng 0x40b5bd91dbd71dbe dev 0x40b5bd91dbd71dbe ok] [46/0 eng 0x40b3e22a2b25a2b2 dev 0x40b3e22a2b25a2b2 ok] [213/0 eng 0x40b60391dbd71dbe dev 0x40b60391dbd71dbe ok] [275/0 eng 0x40b3aa2a2b25a2b2 dev 0x40b3aa2a2b25a2b2 ok] [323/0 eng 0x40ab554de2d3de2e dev 0x40ab554de2d3de2e ok] [337/0 eng 0x40b8ecf98c8898c8 dev 0x40b8ecf98c8898c8 ok] [421/0 eng 0x40b60391dbd71dbe dev 0x40b60391dbd71dbe ok] [478/0 eng 0x40b3922a2b25a2b2 dev 0x40b3922a2b25a2b2 ok] [171/0 eng 0x40ac734de2d3de2e dev 0x40ac734de2d3de2e ok] [181/0 eng 0x40b3987652cce52d dev 0x40b3987652cce52d ok] [198/0 eng 0x40b70291dbd71dbe dev 0x40b70291dbd71dbe ok] [209/0 eng 0x40b3447652cce52d dev 0x40b3447652cce52d ok] [255/0 eng 0x40b34e7652cce52d dev 0x40b34e7652cce52d ok] [284/0 eng 0x40b87745b42fdb43 dev 0x40b87745b42fdb43 ok] [289/0 eng 0x40bc4ed02c1bb884 dev 0x40bc4ed02c1bb884 ok] [327/0 eng 0x40b0cb0ea21b6a22 dev 0x40b0cb0ea21b6a22 ok] [350/0 eng 0x40b3a07652cce52d dev 0x40b3a07652cce52d ok] [392/0 eng 0x40b1ffc27a7427a8 dev 0x40b1ffc27a7427a8 ok] [410/0 eng 0x40b48d2a2b25a2b2 dev 0x40b48d2a2b25a2b2 ok] [419/0 eng 0x40b7fa91dbd71dbe dev 0x40b7fa91dbd71dbe ok] [426/0 eng 0x40b585de037e6038 dev 0x40b585de037e6038 ok] [431/0 eng 0x40b8c745b42fdb43 dev 0x40b8c745b42fdb43 ok] [481/0 eng 0x40b4912a2b25a2b2 dev 0x40b4912a2b25a2b2 ok] [12/0 eng 0x40b2c6c27a7427a8 dev 0x40b2c6c27a7427a8 ok] [45/0 eng 0x40b67cde037e6038 dev 0x40b67cde037e6038 ok] [105/0 eng 0x40b397146851b907 dev 0x40b397146851b907 ok] [197/0 eng 0x40b97e45b42fdb43 dev 0x40b97e45b42fdb43 ok] [270/0 eng 0x40b67cde037e6038 dev 0x40b67cde037e6038 ok] [381/0 eng 0x40b93d91dbd71dbe dev 0x40b93d91dbd71dbe ok] [422/0 eng 0x40adc94de2d3de2e dev 0x40adc94de2d3de2e ok] [438/0 eng 0x40b7f991dbd71dbe dev 0x40b7f991dbd71dbe ok] [448/0 eng 0x40bb12f98c8898c8 dev 0x40bb12f98c8898c8 ok] [469/0 eng 0x40b9ae45b42fdb43 dev 0x40b9ae45b42fdb43 ok] [44/0 eng 0x40b60f2a2b25a2b2 dev 0x40b60f2a2b25a2b2 ok] [103/0 eng 0x40b6d92a2b25a2b2 dev 0x40b6d92a2b25a2b2 ok] [218/0 eng 0x40af0f4de2d3de2e dev 0x40af0f4de2d3de2e ok] [240/0 eng 0x40af1f4de2d3de2e dev 0x40af1f4de2d3de2e ok] [334/0 eng 0x40b22d0ea21b6a22 dev 0x40b22d0ea21b6a22 ok] [57/0 eng 0x40b02ea6f169ef17 dev 0x40b02ea6f169ef17 ok] [83/0 eng 0x40b9e791dbd71dbe dev 0x40b9e791dbd71dbe ok] [121/0 eng 0x40b5b17652cce52d dev 0x40b5b17652cce52d ok] [158/0 eng 0x40b04ea6f169ef17 dev 0x40b04ea6f169ef17 ok] [199/0 eng 0x40b6ee2a2b25a2b2 dev 0x40b6ee2a2b25a2b2 ok] [241/0 eng 0x40b1bb5ac9c2ac9d dev 0x40b1bb5ac9c2ac9d ok] [262/0 eng 0x40b9e791dbd71dbe dev 0x40b9e791dbd71dbe ok] [271/0 eng 0x40b1835ac9c2ac9d dev 0x40b1835ac9c2ac9d ok] [290/0 eng 0x40bb7c45b42fdb43 dev 0x40bb7c45b42fdb43 ok] [296/0 eng 0x40b2f00ea21b6a22 dev 0x40b2f00ea21b6a22 ok] [398/0 eng 0x40b1835ac9c2ac9d dev 0x40b1835ac9c2ac9d ok] [424/0 eng 0x40b9e791dbd71dbe dev 0x40b9e791dbd71dbe ok] [427/0 eng 0x40b9e791dbd71dbe dev 0x40b9e791dbd71dbe ok] [6/0 eng 0x40b949de037e6038 dev 0x40b949de037e6038 ok] [18/0 eng 0x40ba7891dbd71dbe dev 0x40ba7891dbd71dbe ok] [144/0 eng 0x40be07f98c8898c8 dev 0x40be07f98c8898c8 ok] [264/0 eng 0x40bdfbf98c8898c8 dev 0x40bdfbf98c8898c8 ok] [279/0 eng 0x40b39f0ea21b6a22 dev 0x40b39f0ea21b6a22 ok] [332/0 eng 0x40be07f98c8898c8 dev 0x40be07f98c8898c8 ok] [336/0 eng 0x40bcfb45b42fdb43 dev 0x40bcfb45b42fdb43 ok] [353/0 eng 0x40b0d5a6f169ef17 dev 0x40b0d5a6f169ef17 ok] [7/0 eng 0x40b45e0ea21b6a22 dev 0x40b45e0ea21b6a22 ok] [113/0 eng 0x40b17ca6f169ef17 dev 0x40b17ca6f169ef17 ok] [173/0 eng 0x40b45c0ea21b6a22 dev 0x40b45c0ea21b6a22 ok] [247/0 eng 0x40b45e0ea21b6a22 dev 0x40b45e0ea21b6a22 ok] [287/0 eng 0x40b45e0ea21b6a22 dev 0x40b45e0ea21b6a22 ok] [291/0 eng 0x40ba92de037e6038 dev 0x40ba92de037e6038 ok] [297/0 eng 0x40b46e0ea21b6a22 dev 0x40b46e0ea21b6a22 ok] [319/0 eng 0x40b45e0ea21b6a22 dev 0x40b45e0ea21b6a22 ok] [325/0 eng 0x40bbc591dbd71dbe dev 0x40bbc591dbd71dbe ok] [433/0 eng 0x40b17ca6f169ef17 dev 0x40b17ca6f169ef17 ok] [488/0 eng 0x40b2f15ac9c2ac9d dev 0x40b2f15ac9c2ac9d ok] [28/0 eng 0x40b3895ac9c2ac9d dev 0x40b3895ac9c2ac9d ok] [86/0 eng 0x40b97c2a2b25a2b2 dev 0x40b97c2a2b25a2b2 ok] [94/0 eng 0x40b97c2a2b25a2b2 dev 0x40b97c2a2b25a2b2 ok] [167/0 eng 0x40b8177652cce52d dev 0x40b8177652cce52d ok] [245/0 eng 0x40b3895ac9c2ac9d dev 0x40b3895ac9c2ac9d ok] [402/0 eng 0x40b3895ac9c2ac9d dev 0x40b3895ac9c2ac9d ok] [411/0 eng 0x40be3a45b42fdb43 dev 0x40be3a45b42fdb43 ok] [415/0 eng 0x40b8f038422994c6 dev 0x40b8f038422994c6 ok] [49/0 eng 0x40b742c27a7427a8 dev 0x40b742c27a7427a8 ok] [53/0 eng 0x40b8c17652cce52d dev 0x40b8c17652cce52d ok] [56/0 eng 0x40b8c77652cce52d dev 0x40b8c77652cce52d ok] [81/0 eng 0x40bbdcde037e6038 dev 0x40bbdcde037e6038 ok] [174/0 eng 0x40b2c4a6f169ef17 dev 0x40b2c4a6f169ef17 ok] [282/0 eng 0x40bd7d91dbd71dbe dev 0x40bd7d91dbd71dbe ok] [363/0 eng 0x40b4415ac9c2ac9d dev 0x40b4415ac9c2ac9d ok] [414/0 eng 0x40bf1245b42fdb44 dev 0x40bf1245b42fdb44 ok] [416/0 eng 0x40bbe8de037e6038 dev 0x40bbe8de037e6038 ok] [443/0 eng 0x40c0537cc6444c64 dev 0x40c0537cc6444c64 ok] [34/0 eng 0x40be4d91dbd71dbe dev 0x40be4d91dbd71dbe ok] [126/0 eng 0x40b98f7652cce52d dev 0x40b98f7652cce52d ok] [156/0 eng 0x40bb242a2b25a2b2 dev 0x40bb242a2b25a2b2 ok] [201/0 eng 0x40be4d91dbd71dbe dev 0x40be4d91dbd71dbe ok] [261/0 eng 0x40b802c27a7427a8 dev 0x40b802c27a7427a8 ok] [304/0 eng 0x40b4e95ac9c2ac9d dev 0x40b4e95ac9c2ac9d ok] [343/0 eng 0x40b98f7652cce52d dev 0x40b98f7652cce52d ok] [413/0 eng 0x40b5115ac9c2ac9d dev 0x40b5115ac9c2ac9d ok] [26/0 eng 0x40bb365d4cfcd071 dev 0x40bb365d4cfcd071 ok] [58/0 eng 0x40bf0591dbd71dbe dev 0x40bf0591dbd71dbe ok] [115/0 eng 0x40bf0591dbd71dbe dev 0x40bf0591dbd71dbe ok] [161/0 eng 0x40b40ca6f169ef17 dev 0x40b40ca6f169ef17 ok] [182/0 eng 0x40bbdc2a2b25a2b2 dev 0x40bbdc2a2b25a2b2 ok] [328/0 eng 0x40bd70de037e6038 dev 0x40bd70de037e6038 ok] [429/0 eng 0x40b8cac27a7427a8 dev 0x40b8cac27a7427a8 ok] [27/0 eng 0x40b4aca6f169ef17 device: not created yet (deferred to the next transition)] [155/0 eng 0x40c0a922da17eda2 device: not created yet (deferred to the next transition)] [294/0 eng 0x40b6415ac9c2ac9d device: not created yet (deferred to the next transition)] [348/0 eng 0x40c1737cc6444c64 device: not created yet (deferred to the next transition)] [386/0 eng 0x40bfbd91dbd71dbe device: not created yet (deferred to the next transition)] [396/0 eng 0x40bc942a2b25a2b2 device: not created yet (deferred to the next transition)] [432/0 eng 0x40b4aca6f169ef17 device: not created yet (deferred to the next transition)] [449/0 eng 0x40b96ac27a7427a8 device: not created yet (deferred to the next transition)]
TICK boundary 36 engine_tick 39: dev_hash 0xf76e685603d062c9 engine_hash 0xf76e685603d062c9 match=yes | claims 3550 | dev_claims_total 55977 | live_attacks 288 | engine_attacks 296
INIT_ATTACK at boundary 37 (engine tick 39) slot 288: owner=27 target=0 troops_bits=0x40b4aca6f169ef17 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 37 (engine tick 39) slot 289: owner=155 target=0 troops_bits=0x40c0a922da17eda2 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 37 (engine tick 39) slot 290: owner=294 target=0 troops_bits=0x40b6415ac9c2ac9d heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 37 (engine tick 39) slot 291: owner=348 target=0 troops_bits=0x40c1737cc6444c64 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 37 (engine tick 39) slot 292: owner=386 target=0 troops_bits=0x40bfbd91dbd71dbe heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 37 (engine tick 39) slot 293: owner=396 target=0 troops_bits=0x40bc942a2b25a2b2 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 37 (engine tick 39) slot 294: owner=432 target=0 troops_bits=0x40b4aca6f169ef17 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 37 (engine tick 39) slot 295: owner=449 target=0 troops_bits=0x40b96ac27a7427a8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
